urn:cite:hmt:textblock.urn:cite:hmt:msA.12r	urn:cite:hmt:vaimg.VA012RN-0013@0.0551,0.2305,0.5115,0.494,
urn:cite:hmt:textblock.urn:cite:hmt:msA.12v	urn:cite:hmt:vaimg.VA012VN-0514@0.4975,0.2141,0.3814,0.4793,
urn:cite:hmt:textblock.urn:cite:hmt:msA.13r	urn:cite:hmt:vaimg.VA013RN-0014@0.1722,0.2329,0.3874,0.4793,
urn:cite:hmt:textblock.urn:cite:hmt:msA.13v	urn:cite:hmt:vaimg.VA013VN-0515@0.4805,0.2239,0.3994,0.4763,
urn:cite:hmt:textblock.urn:cite:hmt:msA.14r	urn:cite:hmt:vaimg.VA014RN-0015@0.1802,0.2344,0.3844,0.4823,
urn:cite:hmt:textblock.urn:cite:hmt:msA.14v	urn:cite:hmt:vaimg.VA014VN-0516@0.4775,0.223,0.3654,0.4745,
urn:cite:hmt:textblock.urn:cite:hmt:msA.15r	urn:cite:hmt:vaimg.VA015RN-0016@0.1782,0.2171,0.3954,0.4838,
urn:cite:hmt:textblock.urn:cite:hmt:msA.15v	urn:cite:hmt:vaimg.VA015VN-0517@0.4785,0.2126,0.4084,0.4718,
urn:cite:hmt:textblock.urn:cite:hmt:msA.16r	urn:cite:hmt:vaimg.VA016RN-0017@0.1772,0.1961,0.3764,0.4838,
urn:cite:hmt:textblock.urn:cite:hmt:msA.16v	urn:cite:hmt:vaimg.VA016VN-0518@0.4745,0.2171,0.3574,0.4696,
urn:cite:hmt:textblock.urn:cite:hmt:msA.17r	urn:cite:hmt:vaimg.VA017RN-0018@0.1682,0.2006,0.3814,0.4778,
urn:cite:hmt:textblock.urn:cite:hmt:msA.17v	urn:cite:hmt:vaimg.VA017VN-0519@0.4835,0.2209,0.3514,0.4733,
urn:cite:hmt:textblock.urn:cite:hmt:msA.18r	urn:cite:hmt:vaimg.VA018RN-0019@0.1642,0.2036,0.3904,0.4831,
urn:cite:hmt:textblock.urn:cite:hmt:msA.18v	urn:cite:hmt:vaimg.VA018VN-0520@0.5165,0.2156,0.3724,0.4778,
urn:cite:hmt:textblock.urn:cite:hmt:msA.19r	urn:cite:hmt:vaimg.VA019RN-0020@0.1602,0.2081,0.3694,0.4808,
urn:cite:hmt:textblock.urn:cite:hmt:msA.19v	urn:cite:hmt:vaimg.VA019VN-0521@0.5325,0.2149,0.3814,0.4688,
urn:cite:hmt:textblock.urn:cite:hmt:msA.20r	urn:cite:hmt:vaimg.VA020RN-0021@0.1702,0.2119,0.3944,0.4733,
urn:cite:hmt:textblock.urn:cite:hmt:msA.20v	urn:cite:hmt:vaimg.VA020VN-0522@0.5075,0.2209,0.3914,0.4756,
urn:cite:hmt:textblock.urn:cite:hmt:msA.21r	urn:cite:hmt:vaimg.VA021RN-0022@0.1712,0.2141,0.3924,0.4748,
urn:cite:hmt:textblock.urn:cite:hmt:msA.21v	urn:cite:hmt:vaimg.VA021VN-0523@0.5015,0.2231,0.3964,0.4748,
urn:cite:hmt:textblock.urn:cite:hmt:msA.22r	urn:cite:hmt:vaimg.VA022RN-0023@0.1802,0.2089,0.3824,0.4786,
urn:cite:hmt:textblock.urn:cite:hmt:msA.22v	urn:cite:hmt:vaimg.VA022VN-0524@0.4965,0.2119,0.4194,0.4823,
urn:cite:hmt:textblock.urn:cite:hmt:msA.23r	urn:cite:hmt:vaimg.VA023RN-0024@0.1762,0.2126,0.3874,0.4718,
