urn:cts:greekLit:tlg5026.msA.hmt:1.1,urn:cts:greekLit:tlg0012.tlg001.msA:1.1
urn:cts:greekLit:tlg5026.msA.hmt:1.2,urn:cts:greekLit:tlg0012.tlg001.msA:1.1
urn:cts:greekLit:tlg5026.msA.hmt:1.3,urn:cts:greekLit:tlg0012.tlg001.msA:1.1
urn:cts:greekLit:tlg5026.msA.hmt:1.4,urn:cts:greekLit:tlg0012.tlg001.msA:1.1
urn:cts:greekLit:tlg5026.msA.hmt:1.5,urn:cts:greekLit:tlg0012.tlg001.msA:1.1
urn:cts:greekLit:tlg5026.msA.hmt:1.6,urn:cts:greekLit:tlg0012.tlg001.msA:1.2
urn:cts:greekLit:tlg5026.msA.hmt:1.7,urn:cts:greekLit:tlg0012.tlg001.msA:1.2
urn:cts:greekLit:tlg5026.msA.hmt:1.8,urn:cts:greekLit:tlg0012.tlg001.msA:1.4
urn:cts:greekLit:tlg5026.msA.hmt:1.9,urn:cts:greekLit:tlg0012.tlg001.msA:1.5
urn:cts:greekLit:tlg5026.msA.hmt:1.10,urn:cts:greekLit:tlg0012.tlg001.msA:1.5-1.6
urn:cts:greekLit:tlg5026.msA.hmt:1.11,urn:cts:greekLit:tlg0012.tlg001.msA:1.5-1.6
urn:cts:greekLit:tlg5026.msA.hmt:1.12,urn:cts:greekLit:tlg0012.tlg001.msA:1.7
urn:cts:greekLit:tlg5026.msA.hmt:1.13,urn:cts:greekLit:tlg0012.tlg001.msA:1.9
urn:cts:greekLit:tlg5026.msA.hmt:1.14,urn:cts:greekLit:tlg0012.tlg001.msA:1.14
urn:cts:greekLit:tlg5026.msA.hmt:1.15,urn:cts:greekLit:tlg0012.tlg001.msA:1.19
urn:cts:greekLit:tlg5026.msA.hmt:1.16,urn:cts:greekLit:tlg0012.tlg001.msA:1.21
urn:cts:greekLit:tlg5026.msA.hmt:1.33,urn:cts:greekLit:tlg0012.tlg001.msA:1.26
urn:cts:greekLit:tlg5026.msA.hmt:1.34,urn:cts:greekLit:tlg0012.tlg001.msA:1.28
urn:cts:greekLit:tlg5026.msA.hmt:1.35,urn:cts:greekLit:tlg0012.tlg001.msA:1.29-1.31
