Text,Image
urn:cts:greekLit:tlg0012.tlg001.msA:1.451,"urn:cite:hmt:vaimg.VA020VN_0522@0.518,0.6672,0.375,0.0331"
urn:cts:greekLit:tlg0012.tlg001.msA:1.452,"urn:cite:hmt:vaimg.VA021RN_0022@0.184,0.2074,0.358,0.0361"
urn:cts:greekLit:tlg0012.tlg001.msA:1.453,"urn:cite:hmt:vaimg.VA021RN_0022@0.181,0.2239,0.353,0.0391"
urn:cts:greekLit:tlg0012.tlg001.msA:1.454,"urn:cite:hmt:vaimg.VA021RN_0022@0.18,0.2449,0.351,0.0353"
urn:cts:greekLit:tlg0012.tlg001.msA:1.455,"urn:cite:hmt:vaimg.VA021RN_0022@0.182,0.2622,0.351,0.0353"
urn:cts:greekLit:tlg0012.tlg001.msA:1.456,"urn:cite:hmt:vaimg.VA021RN_0022@0.182,0.281,0.334,0.0353"
urn:cts:greekLit:tlg0012.tlg001.msA:1.457,"urn:cite:hmt:vaimg.VA021RN_0022@0.177,0.3005,0.389,0.0353"
urn:cts:greekLit:tlg0012.tlg001.msA:1.458,"urn:cite:hmt:vaimg.VA021RN_0022@0.176,0.3223,0.379,0.0316"
urn:cts:greekLit:tlg0012.tlg001.msA:1.459,"urn:cite:hmt:vaimg.VA021RN_0022@0.175,0.3411,0.379,0.0353"
urn:cts:greekLit:tlg0012.tlg001.msA:1.460,"urn:cite:hmt:vaimg.VA021RN_0022@0.178,0.3606,0.344,0.0331"
urn:cts:greekLit:tlg0012.tlg001.msA:1.461,"urn:cite:hmt:vaimg.VA021RN_0022@0.17,0.3779,0.353,0.0316"
urn:cts:greekLit:tlg0012.tlg001.msA:1.462,"urn:cite:hmt:vaimg.VA021RN_0022@0.176,0.3989,0.367,0.0316"
urn:cts:greekLit:tlg0012.tlg001.msA:1.463,"urn:cite:hmt:vaimg.VA021RN_0022@0.17,0.4162,0.383,0.0346"
urn:cts:greekLit:tlg0012.tlg001.msA:1.464,"urn:cite:hmt:vaimg.VA021RN_0022@0.174,0.4343,0.378,0.0346"
urn:cts:greekLit:tlg0012.tlg001.msA:1.465,"urn:cite:hmt:vaimg.VA021RN_0022@0.176,0.4553,0.378,0.0346"
urn:cts:greekLit:tlg0012.tlg001.msA:1.466,"urn:cite:hmt:vaimg.VA021RN_0022@0.172,0.4741,0.372,0.0316"
urn:cts:greekLit:tlg0012.tlg001.msA:1.467,"urn:cite:hmt:vaimg.VA021RN_0022@0.173,0.4929,0.372,0.0316"
urn:cts:greekLit:tlg0012.tlg001.msA:1.468,"urn:cite:hmt:vaimg.VA021RN_0022@0.173,0.5131,0.372,0.0316"
urn:cts:greekLit:tlg0012.tlg001.msA:1.469,"urn:cite:hmt:vaimg.VA021RN_0022@0.172,0.5304,0.347,0.0338"
urn:cts:greekLit:tlg0012.tlg001.msA:1.470,"urn:cite:hmt:vaimg.VA021RN_0022@0.172,0.55,0.361,0.0308"
urn:cts:greekLit:tlg0012.tlg001.msA:1.471,"urn:cite:hmt:vaimg.VA021RN_0022@0.172,0.5695,0.38,0.0308"
urn:cts:greekLit:tlg0012.tlg001.msA:1.472,"urn:cite:hmt:vaimg.VA021RN_0022@0.17,0.589,0.343,0.0308"
urn:cts:greekLit:tlg0012.tlg001.msA:1.473,"urn:cite:hmt:vaimg.VA021RN_0022@0.172,0.6063,0.332,0.0308"
urn:cts:greekLit:tlg0012.tlg001.msA:1.474,"urn:cite:hmt:vaimg.VA021RN_0022@0.172,0.6258,0.384,0.0308"
urn:cts:greekLit:tlg0012.tlg001.msA:1.475,"urn:cite:hmt:vaimg.VA021RN_0022@0.173,0.6454,0.359,0.0308"
urn:cts:greekLit:tlg0012.tlg001.msA:1.476,"urn:cite:hmt:vaimg.VA021RN_0022@0.169,0.6634,0.359,0.0308"
urn:cts:greekLit:tlg0012.tlg001.msA:1.477,"urn:cite:hmt:vaimg.VA021VN_0523@0.494,0.2141,0.344,0.0293"
urn:cts:greekLit:tlg0012.tlg001.msA:1.478,"urn:cite:hmt:vaimg.VA021VN_0523@0.495,0.2307,0.364,0.0293"
urn:cts:greekLit:tlg0012.tlg001.msA:1.479,"urn:cite:hmt:vaimg.VA021VN_0523@0.495,0.2517,0.361,0.0331"
urn:cts:greekLit:tlg0012.tlg001.msA:1.480,"urn:cite:hmt:vaimg.VA021VN_0523@0.499,0.269,0.349,0.0338"
urn:cts:greekLit:tlg0012.tlg001.msA:1.481,"urn:cite:hmt:vaimg.VA021VN_0523@0.5,0.2825,0.369,0.0391"
urn:cts:greekLit:tlg0012.tlg001.msA:1.482,"urn:cite:hmt:vaimg.VA021VN_0523@0.501,0.3065,0.342,0.0338"
urn:cts:greekLit:tlg0012.tlg001.msA:1.483,"urn:cite:hmt:vaimg.VA021VN_0523@0.504,0.3246,0.36,0.0353"
urn:cts:greekLit:tlg0012.tlg001.msA:1.484,"urn:cite:hmt:vaimg.VA021VN_0523@0.501,0.3426,0.36,0.0353"
urn:cts:greekLit:tlg0012.tlg001.msA:1.485,"urn:cite:hmt:vaimg.VA021VN_0523@0.501,0.3606,0.35,0.0383"
urn:cts:greekLit:tlg0012.tlg001.msA:1.486,"urn:cite:hmt:vaimg.VA021VN_0523@0.503,0.3802,0.374,0.0383"
urn:cts:greekLit:tlg0012.tlg001.msA:1.487,"urn:cite:hmt:vaimg.VA021VN_0523@0.503,0.4012,0.337,0.0331"
urn:cts:greekLit:tlg0012.tlg001.msA:1.488,"urn:cite:hmt:vaimg.VA021VN_0523@0.507,0.4207,0.355,0.0331"
urn:cts:greekLit:tlg0012.tlg001.msA:1.489,"urn:cite:hmt:vaimg.VA021VN_0523@0.501,0.4395,0.355,0.0331"
urn:cts:greekLit:tlg0012.tlg001.msA:1.490,"urn:cite:hmt:vaimg.VA021VN_0523@0.502,0.4598,0.342,0.0331"
urn:cts:greekLit:tlg0012.tlg001.msA:1.491,"urn:cite:hmt:vaimg.VA021VN_0523@0.502,0.4771,0.36,0.0331"
urn:cts:greekLit:tlg0012.tlg001.msA:1.492,"urn:cite:hmt:vaimg.VA021VN_0523@0.504,0.4951,0.355,0.0331"
urn:cts:greekLit:tlg0012.tlg001.msA:1.493,"urn:cite:hmt:vaimg.VA021VN_0523@0.497,0.5124,0.34,0.0353"
urn:cts:greekLit:tlg0012.tlg001.msA:1.494,"urn:cite:hmt:vaimg.VA021VN_0523@0.506,0.5334,0.355,0.0353"
urn:cts:greekLit:tlg0012.tlg001.msA:1.495,"urn:cite:hmt:vaimg.VA021VN_0523@0.503,0.5507,0.377,0.0353"
urn:cts:greekLit:tlg0012.tlg001.msA:1.496,"urn:cite:hmt:vaimg.VA021VN_0523@0.502,0.5702,0.369,0.0353"
urn:cts:greekLit:tlg0012.tlg001.msA:1.497,"urn:cite:hmt:vaimg.VA021VN_0523@0.505,0.5913,0.345,0.0301"
urn:cts:greekLit:tlg0012.tlg001.msA:1.498,"urn:cite:hmt:vaimg.VA021VN_0523@0.507,0.6048,0.373,0.0368"
urn:cts:greekLit:tlg0012.tlg001.msA:1.499,"urn:cite:hmt:vaimg.VA021VN_0523@0.503,0.6266,0.356,0.0331"
urn:cts:greekLit:tlg0012.tlg001.msA:1.500,"urn:cite:hmt:vaimg.VA021VN_0523@0.506,0.6446,0.352,0.0361"
urn:cts:greekLit:tlg0012.tlg001.msA:1.501,"urn:cite:hmt:vaimg.VA021VN_0523@0.509,0.6604,0.368,0.0383"
urn:cts:greekLit:tlg0012.tlg001.msA:1.502,"urn:cite:hmt:vaimg.VA022RN_0023@0.178,0.2066,0.37,0.0263"
urn:cts:greekLit:tlg0012.tlg001.msA:1.503,"urn:cite:hmt:vaimg.VA022RN_0023@0.184,0.2261,0.37,0.0263"
urn:cts:greekLit:tlg0012.tlg001.msA:1.504,"urn:cite:hmt:vaimg.VA022RN_0023@0.185,0.2412,0.364,0.0331"
urn:cts:greekLit:tlg0012.tlg001.msA:1.505,"urn:cite:hmt:vaimg.VA022RN_0023@0.178,0.2607,0.364,0.0331"
urn:cts:greekLit:tlg0012.tlg001.msA:1.506,"urn:cite:hmt:vaimg.VA022RN_0023@0.188,0.278,0.373,0.0331"
urn:cts:greekLit:tlg0012.tlg001.msA:1.507,"urn:cite:hmt:vaimg.VA022RN_0023@0.181,0.299,0.379,0.0331"
urn:cts:greekLit:tlg0012.tlg001.msA:1.508,"urn:cite:hmt:vaimg.VA022RN_0023@0.179,0.3178,0.355,0.0331"
urn:cts:greekLit:tlg0012.tlg001.msA:1.509,"urn:cite:hmt:vaimg.VA022RN_0023@0.179,0.3373,0.366,0.0331"
urn:cts:greekLit:tlg0012.tlg001.msA:1.510,"urn:cite:hmt:vaimg.VA022RN_0023@0.18,0.3546,0.355,0.0331"
urn:cts:greekLit:tlg0012.tlg001.msA:1.511,"urn:cite:hmt:vaimg.VA022RN_0023@0.176,0.3772,0.39,0.0368"
urn:cts:greekLit:tlg0012.tlg001.msA:1.512,"urn:cite:hmt:vaimg.VA022RN_0023@0.178,0.3944,0.364,0.0323"
urn:cts:greekLit:tlg0012.tlg001.msA:1.513,"urn:cite:hmt:vaimg.VA022RN_0023@0.179,0.414,0.381,0.0308"
urn:cts:greekLit:tlg0012.tlg001.msA:1.514,"urn:cite:hmt:vaimg.VA022RN_0023@0.18,0.4335,0.366,0.0308"
urn:cts:greekLit:tlg0012.tlg001.msA:1.515,"urn:cite:hmt:vaimg.VA022RN_0023@0.18,0.4538,0.359,0.0285"
urn:cts:greekLit:tlg0012.tlg001.msA:1.516,"urn:cite:hmt:vaimg.VA022RN_0023@0.177,0.4703,0.353,0.0331"
urn:cts:greekLit:tlg0012.tlg001.msA:1.517,"urn:cite:hmt:vaimg.VA022RN_0023@0.163,0.4891,0.405,0.0331"
urn:cts:greekLit:tlg0012.tlg001.msA:1.518,"urn:cite:hmt:vaimg.VA022RN_0023@0.175,0.5094,0.361,0.0331"
urn:cts:greekLit:tlg0012.tlg001.msA:1.519,"urn:cite:hmt:vaimg.VA022RN_0023@0.173,0.5289,0.359,0.0331"
urn:cts:greekLit:tlg0012.tlg001.msA:1.520,"urn:cite:hmt:vaimg.VA022RN_0023@0.173,0.5447,0.359,0.0331"
urn:cts:greekLit:tlg0012.tlg001.msA:1.521,"urn:cite:hmt:vaimg.VA022RN_0023@0.173,0.5635,0.385,0.0331"
urn:cts:greekLit:tlg0012.tlg001.msA:1.522,"urn:cite:hmt:vaimg.VA022RN_0023@0.175,0.5838,0.365,0.0331"
urn:cts:greekLit:tlg0012.tlg001.msA:1.523,"urn:cite:hmt:vaimg.VA022RN_0023@0.176,0.6018,0.388,0.0323"
urn:cts:greekLit:tlg0012.tlg001.msA:1.524,"urn:cite:hmt:vaimg.VA022RN_0023@0.175,0.6228,0.39,0.0323"
urn:cts:greekLit:tlg0012.tlg001.msA:1.525,"urn:cite:hmt:vaimg.VA022RN_0023@0.168,0.6424,0.369,0.0278"
urn:cts:greekLit:tlg0012.tlg001.msA:1.526,"urn:cite:hmt:vaimg.VA022RN_0023@0.171,0.6634,0.381,0.0308"
urn:cts:greekLit:tlg0012.tlg001.msA:1.527,"urn:cite:hmt:vaimg.VA022VN_0524@0.494,0.2104,0.365,0.0338"
urn:cts:greekLit:tlg0012.tlg001.msA:1.528,"urn:cite:hmt:vaimg.VA022VN_0524@0.496,0.2329,0.357,0.0293"
urn:cts:greekLit:tlg0012.tlg001.msA:1.529,"urn:cite:hmt:vaimg.VA022VN_0524@0.495,0.2502,0.357,0.0316"
urn:cts:greekLit:tlg0012.tlg001.msA:1.530,"urn:cite:hmt:vaimg.VA022VN_0524@0.499,0.2697,0.369,0.0316"
urn:cts:greekLit:tlg0012.tlg001.msA:1.531,"urn:cite:hmt:vaimg.VA022VN_0524@0.491,0.29,0.355,0.0316"
urn:cts:greekLit:tlg0012.tlg001.msA:1.532,"urn:cite:hmt:vaimg.VA022VN_0524@0.497,0.3118,0.355,0.0316"
urn:cts:greekLit:tlg0012.tlg001.msA:1.533,"urn:cite:hmt:vaimg.VA022VN_0524@0.496,0.3291,0.374,0.0361"
urn:cts:greekLit:tlg0012.tlg001.msA:1.534,"urn:cite:hmt:vaimg.VA022VN_0524@0.497,0.3471,0.353,0.0338"
urn:cts:greekLit:tlg0012.tlg001.msA:1.535,"urn:cite:hmt:vaimg.VA022VN_0524@0.5,0.3621,0.353,0.0338"
urn:cts:greekLit:tlg0012.tlg001.msA:1.536,"urn:cite:hmt:vaimg.VA022VN_0524@0.504,0.3802,0.353,0.0338"
urn:cts:greekLit:tlg0012.tlg001.msA:1.537,"urn:cite:hmt:vaimg.VA022VN_0524@0.5,0.4027,0.324,0.0338"
urn:cts:greekLit:tlg0012.tlg001.msA:1.538,"urn:cite:hmt:vaimg.VA022VN_0524@0.503,0.42,0.326,0.0338"
urn:cts:greekLit:tlg0012.tlg001.msA:1.539,"urn:cite:hmt:vaimg.VA022VN_0524@0.503,0.4335,0.369,0.0368"
urn:cts:greekLit:tlg0012.tlg001.msA:1.540,"urn:cite:hmt:vaimg.VA022VN_0524@0.497,0.4545,0.385,0.0368"
urn:cts:greekLit:tlg0012.tlg001.msA:1.541,"urn:cite:hmt:vaimg.VA022VN_0524@0.502,0.4786,0.329,0.0301"
urn:cts:greekLit:tlg0012.tlg001.msA:1.542,"urn:cite:hmt:vaimg.VA022VN_0524@0.503,0.4959,0.371,0.0301"
urn:cts:greekLit:tlg0012.tlg001.msA:1.543,"urn:cite:hmt:vaimg.VA022VN_0524@0.497,0.5154,0.371,0.0338"
urn:cts:greekLit:tlg0012.tlg001.msA:1.544,"urn:cite:hmt:vaimg.VA022VN_0524@0.494,0.5319,0.386,0.0368"
urn:cts:greekLit:tlg0012.tlg001.msA:1.545,"urn:cite:hmt:vaimg.VA022VN_0524@0.504,0.55,0.351,0.0368"
urn:cts:greekLit:tlg0012.tlg001.msA:1.546,"urn:cite:hmt:vaimg.VA022VN_0524@0.505,0.5702,0.349,0.0323"
urn:cts:greekLit:tlg0012.tlg001.msA:1.547,"urn:cite:hmt:vaimg.VA022VN_0524@0.51,0.589,0.355,0.0323"
urn:cts:greekLit:tlg0012.tlg001.msA:1.548,"urn:cite:hmt:vaimg.VA022VN_0524@0.509,0.6056,0.341,0.0346"
urn:cts:greekLit:tlg0012.tlg001.msA:1.549,"urn:cite:hmt:vaimg.VA022VN_0524@0.508,0.6281,0.358,0.0346"
urn:cts:greekLit:tlg0012.tlg001.msA:1.550,"urn:cite:hmt:vaimg.VA022VN_0524@0.509,0.6446,0.367,0.0346"
urn:cts:greekLit:tlg0012.tlg001.msA:1.551,"urn:cite:hmt:vaimg.VA022VN_0524@0.504,0.6657,0.353,0.0346"
urn:cts:greekLit:tlg0012.tlg001.msA:1.552,"urn:cite:hmt:vaimg.VA023RN_0024@0.19,0.2006,0.345,0.0316"
urn:cts:greekLit:tlg0012.tlg001.msA:1.553,"urn:cite:hmt:vaimg.VA023RN_0024@0.189,0.2216,0.359,0.0316"
urn:cts:greekLit:tlg0012.tlg001.msA:1.554,"urn:cite:hmt:vaimg.VA023RN_0024@0.184,0.2419,0.377,0.0316"
urn:cts:greekLit:tlg0012.tlg001.msA:1.555,"urn:cite:hmt:vaimg.VA023RN_0024@0.188,0.2592,0.401,0.0316"
urn:cts:greekLit:tlg0012.tlg001.msA:1.556,"urn:cite:hmt:vaimg.VA023RN_0024@0.184,0.2802,0.364,0.0316"
urn:cts:greekLit:tlg0012.tlg001.msA:1.557,"urn:cite:hmt:vaimg.VA023RN_0024@0.185,0.2975,0.352,0.0338"
urn:cts:greekLit:tlg0012.tlg001.msA:1.558,"urn:cite:hmt:vaimg.VA023RN_0024@0.181,0.3186,0.371,0.0338"
urn:cts:greekLit:tlg0012.tlg001.msA:1.559,"urn:cite:hmt:vaimg.VA023RN_0024@0.178,0.3388,0.397,0.0338"
urn:cts:greekLit:tlg0012.tlg001.msA:1.560,"urn:cite:hmt:vaimg.VA023RN_0024@0.166,0.3569,0.428,0.0338"
urn:cts:greekLit:tlg0012.tlg001.msA:1.561,"urn:cite:hmt:vaimg.VA023RN_0024@0.18,0.3749,0.344,0.0338"
urn:cts:greekLit:tlg0012.tlg001.msA:1.562,"urn:cite:hmt:vaimg.VA023RN_0024@0.173,0.3967,0.389,0.0308"
urn:cts:greekLit:tlg0012.tlg001.msA:1.563,"urn:cite:hmt:vaimg.VA023RN_0024@0.181,0.417,0.345,0.0308"
urn:cts:greekLit:tlg0012.tlg001.msA:1.564,"urn:cite:hmt:vaimg.VA023RN_0024@0.178,0.435,0.363,0.0308"
urn:cts:greekLit:tlg0012.tlg001.msA:1.565,"urn:cite:hmt:vaimg.VA023RN_0024@0.178,0.4523,0.381,0.0308"
urn:cts:greekLit:tlg0012.tlg001.msA:1.566,"urn:cite:hmt:vaimg.VA023RN_0024@0.174,0.4696,0.396,0.0308"
urn:cts:greekLit:tlg0012.tlg001.msA:1.567,"urn:cite:hmt:vaimg.VA023RN_0024@0.173,0.4891,0.373,0.0308"
urn:cts:greekLit:tlg0012.tlg001.msA:1.568,"urn:cite:hmt:vaimg.VA023RN_0024@0.171,0.5086,0.373,0.0308"
urn:cts:greekLit:tlg0012.tlg001.msA:1.569,"urn:cite:hmt:vaimg.VA023RN_0024@0.178,0.5267,0.387,0.0323"
urn:cts:greekLit:tlg0012.tlg001.msA:1.570,"urn:cite:hmt:vaimg.VA023RN_0024@0.174,0.5462,0.387,0.0323"
urn:cts:greekLit:tlg0012.tlg001.msA:1.571,"urn:cite:hmt:vaimg.VA023RN_0024@0.172,0.5665,0.387,0.0323"
urn:cts:greekLit:tlg0012.tlg001.msA:1.572,"urn:cite:hmt:vaimg.VA023RN_0024@0.176,0.586,0.371,0.0323"
urn:cts:greekLit:tlg0012.tlg001.msA:1.573,"urn:cite:hmt:vaimg.VA023RN_0024@0.171,0.6026,0.353,0.0323"
urn:cts:greekLit:tlg0012.tlg001.msA:1.574,"urn:cite:hmt:vaimg.VA023RN_0024@0.171,0.6221,0.332,0.0323"
urn:cts:greekLit:tlg0012.tlg001.msA:1.575,"urn:cite:hmt:vaimg.VA023RN_0024@0.17,0.6409,0.366,0.0323"
urn:cts:greekLit:tlg0012.tlg001.msA:1.576,"urn:cite:hmt:vaimg.VA023RN_0024@0.167,0.6589,0.366,0.0323"
urn:cts:greekLit:tlg0012.tlg001.msA:1.577,"urn:cite:hmt:vaimg.VA023VN_0525@0.488,0.2126,0.352,0.0308"
urn:cts:greekLit:tlg0012.tlg001.msA:1.578,"urn:cite:hmt:vaimg.VA023VN_0525@0.489,0.2329,0.352,0.0308"
urn:cts:greekLit:tlg0012.tlg001.msA:1.579,"urn:cite:hmt:vaimg.VA023VN_0525@0.491,0.2509,0.357,0.0308"
urn:cts:greekLit:tlg0012.tlg001.msA:1.580,"urn:cite:hmt:vaimg.VA023VN_0525@0.493,0.2705,0.363,0.0308"
urn:cts:greekLit:tlg0012.tlg001.msA:1.581,"urn:cite:hmt:vaimg.VA023VN_0525@0.491,0.2908,0.371,0.0308"
urn:cts:greekLit:tlg0012.tlg001.msA:1.582,"urn:cite:hmt:vaimg.VA023VN_0525@0.49,0.3088,0.371,0.0308"
urn:cts:greekLit:tlg0012.tlg001.msA:1.583,"urn:cite:hmt:vaimg.VA023VN_0525@0.49,0.3268,0.344,0.0316"
urn:cts:greekLit:tlg0012.tlg001.msA:1.584,"urn:cite:hmt:vaimg.VA023VN_0525@0.495,0.3464,0.368,0.0316"
urn:cts:greekLit:tlg0012.tlg001.msA:1.585,"urn:cite:hmt:vaimg.VA023VN_0525@0.495,0.3651,0.368,0.0316"
urn:cts:greekLit:tlg0012.tlg001.msA:1.586,"urn:cite:hmt:vaimg.VA023VN_0525@0.496,0.3832,0.368,0.0316"
urn:cts:greekLit:tlg0012.tlg001.msA:1.587,"urn:cite:hmt:vaimg.VA023VN_0525@0.497,0.4005,0.377,0.0316"
urn:cts:greekLit:tlg0012.tlg001.msA:1.588,"urn:cite:hmt:vaimg.VA023VN_0525@0.494,0.42,0.369,0.0316"
urn:cts:greekLit:tlg0012.tlg001.msA:1.589,"urn:cite:hmt:vaimg.VA023VN_0525@0.483,0.441,0.386,0.0316"
urn:cts:greekLit:tlg0012.tlg001.msA:1.590,"urn:cite:hmt:vaimg.VA023VN_0525@0.498,0.4583,0.368,0.0316"
urn:cts:greekLit:tlg0012.tlg001.msA:1.591,"urn:cite:hmt:vaimg.VA023VN_0525@0.497,0.4786,0.327,0.0316"
urn:cts:greekLit:tlg0012.tlg001.msA:1.592,"urn:cite:hmt:vaimg.VA023VN_0525@0.503,0.4929,0.361,0.0316"
urn:cts:greekLit:tlg0012.tlg001.msA:1.593,"urn:cite:hmt:vaimg.VA023VN_0525@0.5,0.5131,0.361,0.0316"
urn:cts:greekLit:tlg0012.tlg001.msA:1.594,"urn:cite:hmt:vaimg.VA023VN_0525@0.502,0.5274,0.383,0.0353"
urn:cts:greekLit:tlg0012.tlg001.msA:1.595,"urn:cite:hmt:vaimg.VA023VN_0525@0.495,0.5507,0.363,0.0346"
urn:cts:greekLit:tlg0012.tlg001.msA:1.596,"urn:cite:hmt:vaimg.VA023VN_0525@0.503,0.5687,0.371,0.0346"
urn:cts:greekLit:tlg0012.tlg001.msA:1.597,"urn:cite:hmt:vaimg.VA023VN_0525@0.503,0.5898,0.323,0.0278"
urn:cts:greekLit:tlg0012.tlg001.msA:1.598,"urn:cite:hmt:vaimg.VA023VN_0525@0.502,0.6078,0.371,0.0316"
urn:cts:greekLit:tlg0012.tlg001.msA:1.599,"urn:cite:hmt:vaimg.VA023VN_0525@0.5,0.6266,0.371,0.0316"
urn:cts:greekLit:tlg0012.tlg001.msA:1.600,"urn:cite:hmt:vaimg.VA023VN_0525@0.497,0.6461,0.363,0.0316"
urn:cts:greekLit:tlg0012.tlg001.msA:1.601,"urn:cite:hmt:vaimg.VA023VN_0525@0.499,0.6604,0.384,0.0361"
urn:cts:greekLit:tlg0012.tlg001.msA:1.602,"urn:cite:hmt:vaimg.VA024RN_0025@0.178,0.2029,0.366,0.0255"
urn:cts:greekLit:tlg0012.tlg001.msA:1.603,"urn:cite:hmt:vaimg.VA024RN_0025@0.183,0.2239,0.37,0.0233"
urn:cts:greekLit:tlg0012.tlg001.msA:1.604,"urn:cite:hmt:vaimg.VA024RN_0025@0.182,0.2419,0.379,0.0248"
urn:cts:greekLit:tlg0012.tlg001.msA:1.605,"urn:cite:hmt:vaimg.VA024RN_0025@0.177,0.26,0.35,0.0293"
urn:cts:greekLit:tlg0012.tlg001.msA:1.606,"urn:cite:hmt:vaimg.VA024RN_0025@0.181,0.278,0.357,0.0293"
urn:cts:greekLit:tlg0012.tlg001.msA:1.607,"urn:cite:hmt:vaimg.VA024RN_0025@0.177,0.2975,0.363,0.0278"
urn:cts:greekLit:tlg0012.tlg001.msA:1.608,"urn:cite:hmt:vaimg.VA024RN_0025@0.176,0.3163,0.331,0.0293"
urn:cts:greekLit:tlg0012.tlg001.msA:1.609,"urn:cite:hmt:vaimg.VA024RN_0025@0.173,0.3388,0.383,0.0263"
urn:cts:greekLit:tlg0012.tlg001.msA:1.610,"urn:cite:hmt:vaimg.VA024RN_0025@0.173,0.3561,0.387,0.0263"
urn:cts:greekLit:tlg0012.tlg001.msA:1.611,"urn:cite:hmt:vaimg.VA024RN_0025@0.173,0.3749,0.387,0.0263"
urn:cts:greekLit:tlg0012.tlg001.msA:2.title,"urn:cite:hmt:vaimg.VA024RN_0025@0.25,0.4538,0.212,0.0368"
urn:cts:greekLit:tlg0012.tlg001.msA:2.1,"urn:cite:hmt:vaimg.VA024RN_0025@0.101,0.4606,0.462,0.0706"
urn:cts:greekLit:tlg0012.tlg001.msA:2.2,"urn:cite:hmt:vaimg.VA024RN_0025@0.171,0.5109,0.378,0.024"
urn:cts:greekLit:tlg0012.tlg001.msA:2.3,"urn:cite:hmt:vaimg.VA024RN_0025@0.169,0.5289,0.375,0.0293"
urn:cts:greekLit:tlg0012.tlg001.msA:2.4,"urn:cite:hmt:vaimg.VA024RN_0025@0.167,0.5485,0.391,0.0285"
urn:cts:greekLit:tlg0012.tlg001.msA:2.5,"urn:cite:hmt:vaimg.VA024RN_0025@0.163,0.5657,0.369,0.0293"
urn:cts:greekLit:tlg0012.tlg001.msA:2.6,"urn:cite:hmt:vaimg.VA024RN_0025@0.17,0.5875,0.374,0.024"
urn:cts:greekLit:tlg0012.tlg001.msA:2.7,"urn:cite:hmt:vaimg.VA024RN_0025@0.168,0.6063,0.39,0.0255"
urn:cts:greekLit:tlg0012.tlg001.msA:2.8,"urn:cite:hmt:vaimg.VA024RN_0025@0.17,0.6251,0.366,0.0263"
urn:cts:greekLit:tlg0012.tlg001.msA:2.9,"urn:cite:hmt:vaimg.VA024RN_0025@0.165,0.6439,0.342,0.0263"
urn:cts:greekLit:tlg0012.tlg001.msA:2.10,"urn:cite:hmt:vaimg.VA024RN_0025@0.163,0.6604,0.407,0.0293"
urn:cts:greekLit:tlg0012.tlg001.msA:2.11,"urn:cite:hmt:vaimg.VA024VN_0526@0.491,0.2044,0.391,0.0376"
urn:cts:greekLit:tlg0012.tlg001.msA:2.12,"urn:cite:hmt:vaimg.VA024VN_0526@0.49,0.2352,0.384,0.0225"
urn:cts:greekLit:tlg0012.tlg001.msA:2.13,"urn:cite:hmt:vaimg.VA024VN_0526@0.496,0.2539,0.392,0.027"
urn:cts:greekLit:tlg0012.tlg001.msA:2.14,"urn:cite:hmt:vaimg.VA024VN_0526@0.498,0.2712,0.373,0.0278"
urn:cts:greekLit:tlg0012.tlg001.msA:2.15,"urn:cite:hmt:vaimg.VA024VN_0526@0.505,0.2923,0.368,0.0248"
urn:cts:greekLit:tlg0012.tlg001.msA:2.16,"urn:cite:hmt:vaimg.VA024VN_0526@0.501,0.311,0.398,0.0278"
urn:cts:greekLit:tlg0012.tlg001.msA:2.17,"urn:cite:hmt:vaimg.VA024VN_0526@0.5,0.3313,0.396,0.027"
urn:cts:greekLit:tlg0012.tlg001.msA:2.18,"urn:cite:hmt:vaimg.VA024VN_0526@0.504,0.3486,0.398,0.0278"
urn:cts:greekLit:tlg0012.tlg001.msA:2.19,"urn:cite:hmt:vaimg.VA024VN_0526@0.503,0.3681,0.395,0.0263"
urn:cts:greekLit:tlg0012.tlg001.msA:2.20,"urn:cite:hmt:vaimg.VA024VN_0526@0.501,0.3877,0.397,0.0263"
urn:cts:greekLit:tlg0012.tlg001.msA:2.21,"urn:cite:hmt:vaimg.VA024VN_0526@0.502,0.4065,0.407,0.0285"
urn:cts:greekLit:tlg0012.tlg001.msA:2.22,"urn:cite:hmt:vaimg.VA024VN_0526@0.506,0.4275,0.388,0.024"
urn:cts:greekLit:tlg0012.tlg001.msA:2.23,"urn:cite:hmt:vaimg.VA024VN_0526@0.504,0.4433,0.399,0.0278"
urn:cts:greekLit:tlg0012.tlg001.msA:2.24,"urn:cite:hmt:vaimg.VA024VN_0526@0.502,0.4621,0.407,0.027"
urn:cts:greekLit:tlg0012.tlg001.msA:2.25,"urn:cite:hmt:vaimg.VA024VN_0526@0.498,0.4778,0.416,0.0308"
urn:cts:greekLit:tlg0012.tlg001.msA:2.26,"urn:cite:hmt:vaimg.VA024VN_0526@0.506,0.4981,0.419,0.0316"
urn:cts:greekLit:tlg0012.tlg001.msA:2.27,"urn:cite:hmt:vaimg.VA024VN_0526@0.51,0.5169,0.396,0.0308"
urn:cts:greekLit:tlg0012.tlg001.msA:2.28,"urn:cite:hmt:vaimg.VA024VN_0526@0.507,0.5357,0.403,0.0285"
urn:cts:greekLit:tlg0012.tlg001.msA:2.29,"urn:cite:hmt:vaimg.VA024VN_0526@0.512,0.5575,0.421,0.0248"
urn:cts:greekLit:tlg0012.tlg001.msA:2.30,"urn:cite:hmt:vaimg.VA024VN_0526@0.51,0.574,0.418,0.0278"
